Date,ASX200,BOVESPA,CAC40,DAX,DOWJONES,EUROSTOXX50,FTSE100,HANGSENG,JSE,KOSPI50,MIB,NASDAQ100,NIKKEI,OBX,SENSEX,SMI,SP500,TOPIX,TSX300
2001-09-18,3010.1,10554.13,3970.18,4194.85,8903.4,3189.94,4848.7,9307.9,7868.61693,441.4,27134.51,1224.64,9679.88,152.35,2782.47,5734.52,1032.74,1013.09,6844.5
2001-09-19,3034.9,10744.53,3888.93,4041.8,8759.13,3105.13,4721.69,9558.15,7858.15997,441.1,26514.71,1208.23,9939.6,147.01,2804.16,5652.06,1016.1,1038.06,6696.3
2001-09-20,2983,10543.12,3738.18,3809.67,8376.21,2967.94,4556.9,9317.98,7525.5289,434.61,25145.79,1166.27,9785.16,139.67,2761.66,5399.14,984.54,1024.92,6521.79
2001-09-21,2941.9,10418.75,3652.87,3787.23,8235.81,2877.68,4433.69,8934.2,7335.80969,425.47,23896.43,1126.95,9554.99,130.36,2600.12,5110.24,965.8,998.2,6513.13
2001-09-24,2924.6,10532.83,3861.19,4038.69,8603.86,3068.05,4613.86,9284.5,,434.9,25789.99,1191.02,,136.91,2651.78,5452.66,1003.45,,6661.97
2001-09-25,2962.7,10229.05,3902.85,4009.12,8659.97,3095.75,4663.42,9210.06,7780.97761,424.92,26541.56,1187.77,9693.97,139.61,2617.35,5619.92,1012.27,1009.3,6702.01
2001-09-26,2991,10005.87,3975.53,4095.32,8567.39,3155.68,4696.1,9371.75,7951.27675,424.9,27090.59,1143.48,9641.7,140.03,2667.34,5725.42,1007.04,998.28,6654.83
2001-09-27,3000.7,10404.72,4013.23,4184.5,8681.42,3198.78,4763.63,9600.79,7997.08821,423.12,27644.51,1144.27,9696.53,140.53,2715.5,5829.8,1018.61,1003.78,6669.45
2001-09-28,3049.5,10635.74,4079.02,4308.15,8847.56,3296.66,4903.39,9950.7,8160.41604,428.91,29001.23,1168.37,9774.68,142.85,2811.6,6014.23,1040.94,1023.42,6838.56
2001-10-01,3098.9,10501.12,4004.57,4239.97,8836.83,3208.31,4785.63,,8156.43244,,28249.66,1151.24,9972.28,139.92,2795.3,5919.52,1038.55,1047.03,6799.01
2001-10-02,3140.8,10350.83,4044.66,4304.2,8950.59,3265.24,4832.34,,8235.10865,,28596.17,1159.37,10136.56,140.28,,5905.36,1051.33,1067.63,6839.58
2001-10-03,3126.2,10233.26,4024.25,4436.66,9123.78,3264.59,4881.81,9897.14,8294.36478,,28903.63,1249.41,9924.23,139.02,2754.95,5858.92,1072.28,1050.35,6903.78
2001-10-04,3130.9,10061.92,4195.8,4548.13,9060.88,3394.69,5016.24,10286.39,8631.4774,450.09,29828.44,1260.66,10205.48,140.68,2788.97,6012.41,1069.63,1071.19,6899.41
2001-10-05,3179.1,10197.07,4164.76,4487.69,9119.77,3348.02,5036.03,10277.38,8527.90366,452.09,29069.56,1271.73,10205.87,138.66,2812.9,5954.87,1071.38,1070.45,6894.24
2001-10-08,3139.9,10094.56,4172.21,4495.15,9067.94,3353.41,5032.71,9967.83,8572.22127,446.34,29569.79,1279.63,,137.11,2765.37,5952.87,1062.44,,
2001-10-09,3153,10284.45,4176.97,4472.42,9052.44,3357.12,5009.79,10358.93,8563.25816,457.41,29264.77,1244.56,10011.77,137.88,2794.42,5935.84,1056.75,1043,6869.32
2001-10-10,3137,10462.25,4319.38,4613.19,9240.86,3468.32,5153.06,10298.24,8484.58195,453.13,30270.11,1304.68,9964.88,138.89,2896.6,5976.92,1080.99,1031.17,6952.27
2001-10-11,3199.2,10784.72,4330.68,4718.46,9410.45,3510.55,5164.92,10522.61,8627.99175,466.21,30938.71,1389.87,10347.01,142.31,2943.69,6105.17,1097.43,1064.66,7060.11
2001-10-12,3225.1,,4336.88,4625.13,9344.16,3498.66,5145.5,10274.13,8636.95486,465.31,30340.88,1393.84,10632.35,141.1,2959.39,6039.36,1091.65,1087.48,7031.03
2001-10-15,3199,11329.32,4213.91,4548.48,9347.62,3393.62,5067.26,10130.59,8529.89546,461.56,29762.56,1378.92,10452.54,138.81,2976.3,5994.42,1089.98,1071.78,6955.63
2001-10-16,3210.7,11257.85,4308.49,4626.48,9384.23,3455.27,5082.58,10148.49,8775.88311,469.1,30282.31,1404.81,10637.82,140.46,2992.46,5993,1097.54,1078.16,7026.89
2001-10-17,3237.9,11271.49,4411.51,4644.82,9232.97,3531.76,5203.41,10260.81,8756.96098,475.37,30938.71,1314.8,10755.45,143.64,3043.85,6025.64,1077.09,1087.6,6956.78
2001-10-18,3199.6,10994.96,4338.09,4574.37,9163.22,3457.9,5116.03,9880.61,8610.56347,472.12,30645.9,1330.33,10474.85,141.01,2981.33,6092.45,1068.61,1068.48,6899.96
2001-10-19,3175.4,11331.57,4264.89,4513.53,9204.11,3406.94,5017.69,9825.84,8589.64955,475.63,29987.05,1347.59,10538.79,139.13,3016.84,6070.34,1073.48,1070.65,6910.96
2001-10-22,3180,11699.99,4341.29,4619.32,9377.03,3480.27,5070.42,9797.54,8665.836,474.92,30728.86,1383.07,10565.41,140.97,3001.86,6176.92,1089.9,1072.98,6905.21
2001-10-23,3213.3,11613.44,4455.76,4704.22,9340.08,3580.5,5193.34,10219.84,8686.74993,477.32,31675.64,1384.06,10861.56,143.03,3061.91,6276.78,1084.78,1095.74,6904.24
2001-10-24,3246,11467.74,4486.35,4811.82,9345.62,3609.65,5167.6,10243.46,8679.77862,489.49,31678.08,1424.69,10802.15,144.13,3040.16,6279.36,1085.2,1100.22,6896.93
2001-10-25,3254.7,11723.75,4378.45,4715.6,9462.9,3523.43,5086.59,,8691.72944,490.01,30899.67,1479.05,10880.1,142.27,3022.16,6193.34,1100.09,1107.83,6943.69
2001-10-26,3276.2,11780.57,4478.63,4820.26,9545.17,3611.88,5188.65,10404.74,8670.81551,491.57,31790.33,1454.9,10795.16,145.54,,6256.74,1104.61,1101.22,7004.92
2001-10-29,3256.2,11377.02,4383.24,4660.35,9269.5,3527.55,5085.89,10178.09,8718.12083,496.98,31294.98,1374.58,10612.31,145.92,3009.33,6140.3,1078.3,1082.65,6896.34
2001-10-30,3252.8,11023.95,4251.93,4543.98,9121.98,3414.72,5003.6,10076.43,8599.60856,483.77,30062.7,1342.26,10512.82,145.3,2957.45,6008.03,1059.79,1067.76,6825.41
2001-10-31,3249.6,11364.71,4341.29,4559.13,9075.14,3478.63,5039.71,10073.97,8645.42002,487.3,30594.65,1364.78,10366.34,145.53,2989.35,6080.98,1059.78,1059.37,6885.7
2001-11-01,3248.8,11387.81,4366.94,4636.13,9263.9,3508.96,5071.23,10158.85,8750.98557,493.23,30658.1,1424.15,10347.28,143.61,3049.8,6102.84,1084.1,1055.88,6984.61
2001-11-02,3239.9,,4369.4,4583.31,9323.54,3503.26,5129.54,10186.06,8824.18432,500.01,30543.41,1425.78,10383.78,143.44,3052.6,6125.19,1087.2,1053.68,7023.97
2001-11-05,3225.8,12164.66,4485.34,4755.11,9441.03,3606.5,5209.12,10430.72,8851.57161,510.4,31224.21,1480.21,10447.54,146.93,3037.01,6223.7,1102.84,1054.04,7079.33
2001-11-06,3285.1,12415.57,4461.69,4707.65,9591.12,3589.69,5214.06,10356.05,8748.49582,513.83,30765.46,1523.09,10633.72,147.89,3068.89,6234.79,1118.86,1063.56,7145.46
2001-11-07,3252.6,12615.83,4493.27,4860.66,9554.37,3633.05,5216.27,10269.79,8806.2581,510.74,31107.08,1524.67,10284.98,149.17,3013.94,6251.31,1115.8,1038.52,7147.25
2001-11-08,3269.4,12553.64,4573.04,4993.57,9587.52,3723.93,5278.09,10538.62,8804.76425,522.47,31758.61,1510.6,10431.79,150.7,3059.97,6396.82,1118.54,1046.45,7140.79
2001-11-09,3286,12730.71,4514.28,4910.07,9608,3665.78,5244.21,10609.25,8831.15563,527.11,31470.67,1514.96,10215.71,151.92,3079.67,6341.04,1120.31,1030.78,7209.69
2001-11-12,3305.4,12567.12,4376.58,4820.37,9554.37,3567.55,5146.23,10592.45,8932.73758,533.56,30580.01,1528.75,10081.56,148.06,3094.14,6229.1,1118.33,1021.11,7223.88
2001-11-13,3291.7,12918.09,4565.68,4946.97,9750.95,3717.98,5277.07,10662.84,9063.20066,538.97,31556.07,1580.76,10030.56,152.21,3077.19,6384.63,1139.09,1016.48,7324.44
2001-11-14,3336.8,12825.62,4575.09,4953.53,9823.61,3708.36,5240.75,10950.04,9333.58789,557.1,31526.79,1585.89,10086.76,154.06,3113.04,6416.71,1141.21,1019.1,7349.45
2001-11-15,3344.7,,4577.28,5006.33,9872.39,3703.85,5238.2,11239.39,9421.72516,557.06,31765.93,1582.58,10489.89,152.21,3180.23,6544.84,1142.24,1044.56,7262.91
2001-11-16,3322.5,12882.82,4587.3,5062.64,9866.99,3743.44,5290.98,11287.37,9244.95266,561.22,32219.79,1582.14,10649.09,152.61,,6564.95,1138.65,1053.03,7315.3
2001-11-19,3331.9,12987.23,4660.49,5185.1,9976.46,3795.72,5337.96,11360.26,9421.22721,576.8,33029.93,1617.58,10727.94,152.39,3280.48,6605.56,1151.06,1064.99,7422.75
2001-11-20,3353,12638.13,4593.52,5096.18,9901.38,3747.27,5298.69,11225.79,9437.16163,564.6,32441.85,1549.7,10575.62,153.01,3231.66,6481.56,1142.66,1055.58,7381.21
2001-11-21,3336.3,12793.79,4557.03,5087.03,9834.68,3730.04,5313.78,11173.92,9481.47925,563.72,32410.13,1552.01,10661.08,151.53,3244.09,6496.11,1137.03,1058.64,7330.9
2001-11-22,3324.2,13019.43,4599.8,5124.54,,3770.29,5345.94,11253.3,9415.74975,573.04,32639.5,,10696.82,153.45,3258.13,6539.88,,1062.47,7382.53
2001-11-23,3332.9,13423.86,4573.82,5150.97,9959.71,3772.19,5293.21,11322.36,9399.81533,594.35,32737.11,1577.47,,152.7,3252.2,6458.77,1150.34,,7432.43
2001-11-26,3348.5,13759.53,4564.38,5114.12,9982.75,3753.54,5302.45,11391.96,9511.85424,621.85,32485.77,1619.65,11064.3,153.81,3322.77,6471.29,1157.42,1088.77,7466.43
2001-11-27,3355.8,13602.88,4485.82,5059.57,9872.6,3681.05,5265.96,11261.54,9484.46695,617.55,31883.05,1609.87,10948.89,154.57,3287.57,6407.79,1149.5,1079.59,7462.56
2001-11-28,3353.2,13019.2,4445.5,4915.95,9711.86,3631.76,5205.23,11066.19,9405.29279,581.05,31787.89,1557.03,10624.81,154.07,3294.12,6286.28,1128.52,1053.29,7358.2
2001-11-29,3329.5,12736.39,4445.87,4936.08,9829.42,3629.37,5208.51,11090.74,9379.39935,574.28,31912.34,1599.3,10655.96,154.09,3287.56,6299.04,1140.2,1048.5,7400.49
2001-11-30,3337.4,12931.71,4476.06,4989.91,9851.56,3658.27,5203.55,11279.25,9595.01201,588.55,31885.49,1596.05,10697.44,155.31,,6236.99,1139.45,1050.22,7425.65
2001-12-03,3328.8,13336,4463.84,4988.44,9763.96,3645.6,5164.64,11155.15,9664.7251,594.14,31592.67,1567.54,10370.62,154.72,3275.47,6238.9,1129.9,1029.41,7374.82
2001-12-04,3324.4,13146.64,4529.24,5013.99,9893.84,3690.25,5212.14,11427.28,9822.57547,594.21,32002.62,1634.27,10452.65,156.57,3320.28,6377.02,1144.8,1028.5,7450.09
2001-12-05,3347.8,13382.13,4677.55,5262.75,10114.29,3821.8,5333.53,11678.44,10020.2619,636.27,33225.14,1720.91,10713.81,158.93,3409.64,6474.34,1170.35,1047.34,7620.17
2001-12-06,3352.8,13539.03,4679.38,5271.29,10099.14,3828.76,5369.78,11745.84,10202.01391,634.01,33364.23,1717.97,10857.28,158.86,3431.57,6463.87,1167.1,1058.03,7613.67
2001-12-07,3371.8,13298.72,4642.94,5199.03,10049.46,3792.85,5264.74,11832.18,10186.07948,652.05,33171.45,1673.9,10796.89,158.21,3436.37,6443.68,1158.31,1045.69,7616.8
2001-12-10,3360.7,13446.18,4556.29,5124.68,9921.45,3720.2,5185.04,11784.92,10233.88275,614.13,32363.76,1645.36,10571.01,157.75,3442.89,6351.87,1139.93,1023.34,7559.81
2001-12-11,3359.6,13348.12,4551.94,5146.45,9888.37,3744.56,5160.77,11693.05,10025.24141,616.3,32407.69,1661.27,10473.91,157.79,3419.13,6328.54,1136.76,1014.69,7531.63
2001-12-12,3322.1,13562.94,4510.68,5062.56,9894.81,3692.39,5119.99,11847.06,9984.9074,627.87,31939.18,1669.95,10801.52,158.52,3412.15,6314.71,1137.07,1036.17,7577.66
2001-12-13,3312.5,13148.37,4410.66,4966.05,9766.45,3607.26,5074.86,11529.54,10131.80286,621.27,31143.69,1601.91,10433.45,155.89,3388.59,6254.71,1119.38,1012.93,7451.21
2001-12-14,3290.8,12959.17,4340.02,4909.42,9811.15,3568.73,5061.02,11466.11,10634.23511,607.31,30997.28,1605.67,10511.65,155.91,3353.6,6184.34,1123.09,1006.76,7425.68
2001-12-17,3289.6,12912.06,4485.17,5067.99,9891.97,3692.85,5136.31,11465.78,,591.13,32002.62,1640.34,10323.35,153.7,,6301.69,1134.36,988.98,7515.41
2001-12-18,3320.5,13397.36,4480.1,5039.64,9998.39,3680.55,5151.08,11486.93,10750.25762,589.18,31758.61,1657.68,10432.17,154.42,3335.88,6267.7,1142.92,992.61,7586.47
2001-12-19,3324.1,13290.01,4467.92,4984.69,10070.49,3651.51,5120.55,11565.23,10834.41129,593.77,31436.5,1628.69,10471.93,153.14,3262.67,6190.76,1149.56,996.66,7501.09
2001-12-20,3343.9,12918.14,4426.72,4934.14,9985.18,3617.47,5080.23,11601.14,11231.278,610.63,31002.16,1557.36,10434.52,155.23,3271.64,6296.42,1139.93,1012.47,7454.97
2001-12-21,3374.5,13368.53,4499.34,5019.01,10035.34,3696.44,5159.23,11158.1,10624.2761,591.07,31729.32,1578.27,10335.45,157.08,3235.49,6364.58,1144.89,1007.52,7528.3
2001-12-24,3390.1,,4502.1,,10035.34,3696.98,5177.41,11209.78,10543.60808,593.23,,1577.31,,,3232.97,,1144.65,,7552.59
2001-12-25,,,,,,3696.98,,,,,,,10254.81,,,,,1002.82,
2001-12-26,,13358.42,,,10088.14,3696.98,,,,601.35,,1590.84,10192.57,,3175.86,,1149.37,994.01,
2001-12-27,3417.6,13755.65,4591.16,5117.13,10131.31,3778.39,5213.22,11359.5,10469.91138,617.12,32271.04,1606.48,10457.61,161.46,3131.78,6410.57,1157.13,1013.73,7650.58
2001-12-28,3427.1,13577.57,4624.58,5160.1,10136.99,3806.13,5242.42,11431.59,10579.95849,640.88,32317.4,1621.13,10542.62,162.58,3184.44,6417.84,1161.02,1032.14,7674.97
2001-12-31,3422.3,,,,10021.5,,5217.35,11397.21,10668.59371,,,1577.05,,,3262.33,,1148.08,,7688.41
2002-01-01,,,,,,3806.13,,,,,,,,,3246.15,,,,
2002-01-02,3445.7,13872.09,4580.44,5167.88,10073.4,3755.56,5218.29,11350.85,10668.59371,673.66,32044.1,1610.39,,163.23,3269.16,6372.28,1154.67,,7646.79
2002-01-03,3419.6,14265.35,4681.2,5270.29,10172.14,3833.09,5318.79,11423.52,10798.52729,675.92,32763.95,1666.66,,164.91,3308.02,6380.88,1165.27,,7774.16
2002-01-04,3435.7,14331.92,4682.79,5318.73,10259.74,3820.42,5323.76,11702.15,10843.37065,697.84,32624.86,1675.03,10871.49,166.61,3375.74,6392.89,1172.51,1053.96,7833.24
2002-01-07,3446.9,14378.59,4615.54,5232.22,10197.05,3754.42,5293.57,11892.64,10810.44413,699.69,32329.6,1649.83,10942.36,165.56,3401.8,6384.45,1164.89,1055.14,7870.25
2002-01-08,3423,14167.58,4568.09,5236.37,10150.55,3724.04,5250.37,11713.71,10791.11682,680.98,32493.09,1666.58,10695.6,163.3,3437.78,6313.87,1160.71,1031.77,7782.04
2002-01-09,3412.5,14020.79,4587.01,5288.21,10094.09,3722.98,5228.46,11440.72,10727.42683,697.83,32661.46,1653.76,10663.98,163.73,3400.89,6360.32,1155.14,1025.01,7775.78
2002-01-10,3409.1,13570.18,4515.52,5228.11,10067.86,3666.36,5190.7,11256.07,10867.6149,669.61,31966.02,1656.68,10538.43,162.88,3381.96,6363.66,1156.55,1010.17,7722.38
2002-01-11,3417.6,13587.49,4554.69,5209.97,9987.53,3696.66,5198.57,11166.46,10927.14902,669.25,32175.87,1634.17,10441.59,162.74,3362.88,6416.38,1145.6,999.94,7701.93
2002-01-14,3407.3,13121.72,4453.97,5065.84,9891.42,3588.51,5113.5,11209.43,10714.55865,688.63,31351.1,1603.76,,162.25,3407.84,6301.11,1138.41,,7623.28
2002-01-15,3406.2,13010.53,4518.42,5062.04,9924.15,3637.2,5166,11013.59,10781.8337,662.8,31795.21,1612.46,10208.05,158.23,3352.52,6292.33,1146.19,980.32,7643.9
2002-01-16,3425.8,13083.72,4425.5,4984.2,9712.27,3576.6,5127.58,10964.09,10650.42804,655.15,31307.18,1558.98,10177.58,156.06,3348.8,6238.88,1127.57,987.61,7584.02
2002-01-17,3393.1,13336.73,4475.64,5133.4,9850.04,3649.43,5138.45,11013.84,10459.83875,657.28,31692.72,1602.32,10128.18,157.88,3401.15,6320.03,1138.88,984.9,7652.71
2002-01-18,3387,13372.65,4448.85,5122.23,9771.85,3639.27,5126.79,10972.96,10357.01347,651.89,31797.65,1548.22,10293.32,156.92,3377.05,6294.15,1127.58,1007.64,7604.79
2002-01-21,3400.3,13154.56,4423.8,5069.74,,3601.97,5138.53,11000.25,10346.00792,659.63,31402.34,,10280.25,156.81,3382.29,6231.06,,1005.83,7582.85
2002-01-22,3421.5,13003.93,4446.72,5045.72,9713.8,3614.62,5149.19,10797.69,10431.94935,666.09,31639.04,1501.78,10050.98,157.74,3368.28,6266.26,1119.31,985.13,7559.29
2002-01-23,3422,13232.14,4450.81,5163.03,9730.96,3648.81,5180.65,10762.14,10352.69737,680.98,31734.2,1549.21,10040.91,156.63,3373.07,6310.02,1128.18,975.2,7598.45
2002-01-24,3430.8,13162.26,4508.07,5170.44,9796.07,3710.14,5233.14,10741.46,10422.22561,695.11,31992.86,1565.13,10074.05,159.1,3357.79,6390.89,1132.15,980.44,7657.59
2002-01-25,3442.3,,4484.31,5156.63,9840.08,3701.3,5193.05,10772.96,10277.44104,711.25,32141.71,1558.26,10144.14,158.61,3332.3,6372.1,1133.28,985.84,7659.29
2002-01-28,,13001.88,4541.16,5159.02,9865.75,3739.85,5223.62,10767.46,10368.86021,711.87,32476.01,1564.86,10220.85,160.26,3317.64,6413.52,1133.06,997.04,7643.73
2002-01-29,3452.9,12501.06,4476.1,5084.52,9618.24,3684.65,5131.4,11014.24,10291.39075,704.49,32266.16,1519.33,10026.03,160.07,3313.28,6324.15,1100.64,978.74,7567.14
2002-01-30,3433.5,12532.33,4407.27,5052.2,9762.86,3630.73,5089.32,10756.96,10214.46206,681.63,32048.98,1538.94,9919.48,157.4,3298.79,6212.35,1113.57,964.75,7548.83
2002-01-31,3464.2,12721.45,4461.87,5107.61,9920,3670.26,5164.78,10725.3,10333.52028,677.65,32170.99,1550.17,9997.8,158.9,3311.03,6237.31,1130.2,971.77,7648.49
2002-02-01,3445.5,12658.66,4455.56,5097.06,9907.26,3682.69,5189.68,10691.25,10584.51491,675.27,32117.31,1528.15,9791.43,159.16,3333.92,6234.56,1122.2,956.26,7690.51
2002-02-04,3466.1,12512.55,4397.54,4984.48,9687.09,3619.23,5167.31,10721.32,10632.47267,665.22,31592.67,1479.17,9631.93,159.09,3317.01,6196.61,1094.44,943.51,7591.07
2002-02-05,3451.5,12747.51,4307.75,4936.75,9685.43,3535.7,5093.36,10609.19,10650.47811,675.39,31036.32,1462.86,9475.6,157.17,3311.73,6132.49,1090.02,926.27,7523.47
2002-02-06,3424.5,12750.97,4273.81,4804.41,9653.39,3485.38,5073.81,10592.39,10746.57388,675.04,30523.89,1445.96,9420.85,157.39,3427.39,6105.23,1083.51,922.51,7497.06
2002-02-07,3414.5,12683.67,4295.65,4862.62,9625.44,3519.93,5127.03,10409.68,10671.94845,662.16,30706.9,1413.86,9583.27,156.86,3436.94,6227.23,1080.17,941.24,7483.43
2002-02-08,3450.4,12597.86,4299.04,4835.95,9744.24,3507.46,5128.09,10518.99,10691.71638,673.48,30811.83,1452.17,9686.06,155.52,3493.92,6245.47,1096.22,949.97,7535.36
2002-02-11,3476.5,,4353.21,4940,9884.78,3556.09,5161.78,10832.74,10771.7094,,30753.26,1477.64,,156.5,3515.45,6278.91,1111.94,,7604.51
2002-02-12,3481.1,,4337.95,4884.78,9863.74,3543.27,5135.71,,10847.03583,,30516.57,1464.76,9877.99,156.29,3497.68,6253.27,1107.5,974.1,7543.76
2002-02-13,3474.6,12960.67,4364.45,4935.35,9989.67,3571.56,5153.92,,10955.80951,,31007.04,1486.75,9968.35,157.6,3519.87,6337.04,1118.51,983.18,7561.38
2002-02-14,3487,13245.06,4429.31,4973.77,10001.99,3616.14,5208.75,,11202.8085,731.81,31343.78,1474.71,10081.09,158.28,3557.06,6421.62,1116.48,984.04,7526.39
2002-02-15,3480.4,13229.51,4377,4862.6,9903.04,3555.15,5182.48,10961.88,11094.04483,715.49,30968,1436.7,10048.1,157.56,3602.02,6414.41,1104.18,982.5,7515.3
2002-02-18,3469.3,13121.71,4347.05,4871.76,,3537.52,5154.29,11002.81,11040.85968,720.89,30816.71,,10093.25,156.87,3633.93,6378.47,,981.68,7558.63
2002-02-19,3470.4,12991.5,4256.36,4764.05,9745.14,3448.98,5092.5,10840.49,10900.19093,713.2,30152.98,1387.27,9847.16,155.69,3597.61,6235.95,1083.34,959.96,7470.98
2002-02-20,3437.7,13302.8,4238.99,4780.24,9941.17,3433.08,5024.15,10749.06,10712.10518,707.55,30033.42,1408.26,9834.13,155.19,3558.21,6199.37,1097.98,956.91,7431.79
2002-02-21,3434.3,13530.24,4287.22,4850.73,9834.68,3480.58,5073.31,10788.9,10575.5222,718.11,30350.64,1348.25,10295.42,155.8,3570.46,6226.9,1080.95,988.89,7418.14
2002-02-22,3422.1,13562.99,4245.2,4745.58,9968.15,3430.18,5050.84,10664.94,10650.41803,723.22,30118.82,1356.16,10356.78,157.21,3604.08,6186.54,1089.84,989.19,7426.64
2002-02-25,3422.5,13977.6,4305.44,4863.54,10145.71,3493.32,5100.74,10496.02,10803.76469,722.52,30523.89,1407.99,10296.47,157.71,3613.51,6236.3,1109.43,987.12,7512.46
2002-02-26,3434.8,13963.6,4340.86,4897.75,10115.26,3519.8,5138.95,10547.13,10906.43976,731.2,30706.9,1401.19,10202.63,159.3,3712.74,6210.29,1109.38,983.82,7567.47
2002-02-27,3413.1,14212.12,4424.71,4960.22,10127.58,3591.23,5178.44,10648.71,11020.8414,751.44,31753.73,1378.48,10573.09,161.42,3705.66,6319.86,1109.89,1007.18,7646.89
2002-02-28,3414.3,14033.29,4462.99,5039.08,10106.13,3624.74,5100.96,10482.55,10875.08546,748.88,31819.61,1359.22,10587.83,160.72,3562.31,6352.77,1106.73,1013.8,7637.5
2002-03-01,3417.3,14343.24,4486.42,5097.41,10368.86,3645.33,5169.02,10425.31,10802.16243,,32068.5,1435.41,10812,160.47,3678.75,6349.02,1131.78,1030.17,7710.8
2002-03-04,3424.3,14471.23,4607.44,5245.84,10586.82,3748.55,5241.98,10704.12,10870.09841,762.1,32885.96,1494.7,11450.22,161.74,3642.58,6440.73,1153.84,1079.04,7861.83
2002-03-05,3435.6,14011.44,4580.75,5228.67,10433.41,3732.08,5214.03,10985.84,10948.68945,770.91,32766.39,1498.95,11348.45,163.61,3641.1,6412.5,1146.14,1075.31,7856.12
2002-03-06,3451.2,13838.72,4588.14,5285.26,10574.29,3748.67,5245.54,11003,10917.75575,771.12,33047.01,1519.95,11358.53,163.75,3614.44,6416.33,1162.77,1073.36,7944.25
2002-03-07,3497.6,13725.98,4616.5,5289.43,10525.37,3766.81,5282.14,11188.07,11084.69161,755.71,32949.4,1506.81,11648.34,166.81,3690.27,6440.57,1157.54,1098.33,7958.11
2002-03-08,3485.3,13961.93,4629.11,5359.55,10572.49,3789.88,5285.65,11233.23,11243.53604,751.35,33288.58,1555.11,11885.79,170.37,3656.77,6531.18,1164.31,1108.13,7910.26
2002-03-11,3476.9,13695.77,4586.75,5340.67,10611.24,3766.9,5258.93,11318.87,11129.37475,750.66,33049.45,1553.8,11919.3,169.58,3603.97,6496.62,1168.26,1125.43,7908.16
2002-03-12,3462.3,14181.42,4550.65,5275.81,10632.35,3723.95,5252.5,11273.86,11046.92826,768.74,32751.75,1520.54,11607.33,168.85,3535.8,6452.96,1165.58,1098.56,7866.14
2002-03-13,3450,14244.16,4523.77,5245.99,10501.85,3702.89,5271.96,11217.5,11104.12908,770.43,33000.64,1486.27,11415.31,169.1,3569.62,6497.08,1154.09,1075.7,7864.2
2002-03-14,3451.9,14117.29,4546.84,5276.87,10517.14,3711.44,5261.42,11303.7,11099.69281,776.32,33173.89,1477.19,11568.82,169.19,3580.83,6543.54,1153.04,1083.88,7828.64
2002-03-15,3407.7,14365.49,4588.33,5401.11,10607.23,3755.75,5292.73,11210.25,11161.24978,774.99,33300.78,1495.41,11648.01,170.07,3617.68,6571.31,1166.16,1097.24,7871.68
2002-03-18,3453.1,14244.64,4625.81,5426.04,10577.75,3778.72,5299.93,11230.64,11327.35447,781.38,33176.33,1505.89,11498.38,171.21,3613.28,6622.56,1165.55,1088.14,7917.74
2002-03-19,3460.3,14117.81,4644.93,5462.55,10635.25,3796.26,5316.07,11222.83,11307.96708,801.14,33530.16,1504.67,11792.82,172.98,3560.32,6629.97,1170.29,1112.79,7936.88
2002-03-20,3467.3,14089.77,4603.8,5364.7,10501.57,3747.27,5266.9,11036.6,11182.82026,799.37,33239.78,1451.02,11526.78,170.68,3581.32,6612.09,1151.85,1097.85,7915.44
2002-03-21,3436.1,13717.34,4579.9,5348.68,10479.84,3722.68,5253.3,10829.73,,797.81,33320.3,1488.97,,172.74,3536.26,6600.38,1153.59,,7856.23
2002-03-22,3433.8,13312.38,4601.57,5366.13,10427.67,3744.37,5250.5,10863.07,11120.1417,809.59,33442.31,1470.1,11345.08,172.59,3516.11,6615.75,1148.7,1076.63,7856.13
2002-03-25,3424.7,13277.58,4588.36,5317.38,10281.67,3711.76,5203.61,10836.64,11136.73514,792.32,33066.53,1427.6,11261.09,172.4,,6610.13,1131.87,1073.2,7751.33
2002-03-26,3384.4,13569.95,4628.07,5390.59,10353.36,3732.75,5195.46,10786.92,11130.18589,797.12,33278.82,1439.55,11207.92,172.27,3466.29,6624.29,1138.49,1064.15,7756.69
2002-03-27,3411.5,13424.72,4623.2,5348,10426.91,3734.98,5214.7,10987.88,11056.15129,818.74,33117.77,1436.51,11323.68,173.68,3459.08,6631.85,1144.58,1077.32,7835.9
2002-03-28,3414.8,13254.55,4688.02,5397.29,10403.94,3784.05,5271.76,11032.92,11015.04321,808.8,33679.01,1452.81,11333.11,,3469.35,6655.21,1147.39,1082.43,7851.47
2002-03-29,,,,,,,,,,813.14,,,11024.94,,,,,1060.19,
2002-04-01,,13467.39,,,10362.7,,,,,796.73,,1478.52,11028.7,,3500.18,,1146.54,1053.46,7888.53
2002-04-02,3387.3,13245.19,4627.33,5311.08,10313.71,3743.96,5251.44,10878.04,11279.69714,826.34,33520.4,1410.41,11204.49,174.69,3505.79,6671.5,1136.76,1068.69,7893.39
2002-04-03,3377.8,13084.81,4632.26,5281.84,10198.29,3748.44,5247.84,10833.96,11236.0054,837.02,33615.56,1394.21,11400.71,175.2,3462.99,6694.07,1125.4,1084.36,7842.32
2002-04-04,3372.6,13360.32,4538.31,5254.95,10235.17,3691.1,5209.46,10831.37,11337.94944,834.29,33215.38,1396.97,11379.2,171.77,3512.55,6670.73,1126.34,1091.63,7784.52
2002-04-05,3390,13276.32,4515.7,5260.53,10271.64,3677.72,5233.63,,11348.78475,,33225.14,1376.72,11335.49,172.13,3500.57,6662.07,1122.73,1087.71,7782.11
